temperature,rainfall,ph,humidity,area,crop
27.6,40.79,6.89,86.57,88.34,muskmelon
21.07,60.24,7.22,37.25,15.01,chickpea
21.49,107.67,6.02,65.37,36.87,kidneybeans
26.55,65.74,6.34,50.57,22.72,maize
17.09,39.39,6.63,44.57,64.13,chickpea
23.06,69.18,7.4,72.24,31.62,maize
20.76,26.58,6.42,53.46,116.56,lentil
33.29,63.73,5.59,56.22,127.82,cotton
27.51,95.54,6.61,67.58,39.7,maize
14.92,34.8,6.4,58.16,14.22,lentil
32.58,70.89,7.2,62.05,59.63,blackgram
20.9,37.12,6.46,60.28,73.14,lentil
22.99,78.62,6.4,46.95,46.75,cotton
33.19,26.97,6.92,93.7,117.22,muskmelon
29.16,201.74,6.62,82.72,35.33,rice
27.55,74.17,6.5,64.37,115.54,blackgram
26.0,203.82,6.46,82.84,51.25,rice
27.29,73.25,6.68,61.95,108.06,maize
13.95,49.8,6.92,35.87,56.54,chickpea
28.38,201.58,6.58,73.1,29.27,rice
33.78,57.13,7.0,63.26,123.32,blackgram
31.61,60.92,6.74,66.76,20.01,blackgram
24.98,77.45,6.36,59.05,24.58,kidneybeans
29.62,23.67,6.12,91.05,137.86,muskmelon
34.26,47.98,6.24,61.76,55.18,mango
12.73,31.7,6.3,62.46,54.38,lentil
37.61,108.0,6.05,56.51,130.93,mango
13.91,116.49,6.56,71.26,23.67,maize
19.26,53.18,6.74,87.86,45.77,watermelon
27.56,72.0,7.05,72.12,107.35,blackgram
19.23,74.52,6.43,44.18,136.0,chickpea
30.27,69.7,7.09,75.71,32.04,blackgram
24.72,43.55,6.32,68.2,149.93,maize
16.47,42.66,6.18,34.58,105.92,chickpea
31.83,96.23,6.45,49.77,71.64,mango
16.62,36.76,5.9,62.87,147.31,lentil
23.97,47.85,7.55,48.56,32.46,chickpea
22.3,36.46,6.64,59.2,48.81,lentil
26.72,77.98,6.49,64.38,77.04,cotton
21.61,117.81,6.0,56.94,72.51,kidneybeans
18.03,63.05,7.49,49.22,2.66,chickpea
33.45,68.65,6.0,45.26,134.86,mango
19.04,93.17,6.73,70.15,112.61,blackgram
22.19,61.47,5.82,55.2,32.6,mango
13.59,93.69,7.2,61.13,73.72,maize
27.46,34.5,6.77,85.19,101.33,muskmelon
30.53,106.2,6.88,44.09,72.53,mango
18.42,31.21,6.37,55.33,13.48,lentil
30.4,109.08,6.11,52.75,86.77,cotton
29.09,109.59,5.96,55.1,107.82,mango
23.3,29.46,6.69,89.16,67.73,muskmelon
23.99,94.76,7.2,45.66,27.81,cotton
17.92,75.56,7.44,56.45,116.51,maize
20.01,101.45,5.23,42.26,22.56,cotton
17.08,35.29,6.64,55.03,47.71,lentil
27.78,59.86,6.78,97.24,82.13,watermelon
31.86,73.91,6.86,67.06,31.09,blackgram
25.96,112.43,6.37,62.53,144.1,kidneybeans
22.42,118.44,5.71,59.02,57.44,kidneybeans
19.98,76.63,6.87,66.95,125.3,maize
29.82,107.67,6.12,57.05,79.13,mango
34.14,115.93,6.04,66.28,29.37,mango
29.01,68.18,5.86,38.87,99.7,cotton
29.03,42.88,6.8,68.2,114.46,blackgram
21.38,35.11,6.28,46.49,24.68,lentil
29.52,28.56,6.58,88.81,38.21,muskmelon
30.43,66.62,6.49,93.63,98.99,watermelon
25.56,29.8,6.54,92.23,110.83,muskmelon
25.19,200.67,6.38,76.74,92.68,rice
27.21,90.05,6.09,64.6,10.19,cotton
28.34,23.79,6.36,91.22,136.13,muskmelon
29.05,247.83,6.08,78.36,11.22,rice
19.1,33.22,6.82,56.14,90.8,lentil
31.25,27.93,7.23,91.08,11.53,muskmelon
18.04,67.15,6.83,44.27,89.59,chickpea
32.22,49.84,7.16,67.66,56.02,blackgram
16.38,27.99,6.16,54.8,72.24,lentil
20.96,49.98,6.42,43.76,48.34,chickpea
28.58,66.56,6.47,66.39,135.48,blackgram
29.17,192.31,6.15,86.11,52.27,rice
18.21,28.62,6.18,50.93,105.66,lentil
34.23,75.25,5.98,65.34,144.79,mango
24.41,32.94,6.39,89.56,116.63,muskmelon
28.34,63.35,6.81,60.16,119.42,maize
30.9,58.0,6.27,87.6,119.06,watermelon
22.24,79.06,6.02,43.79,7.01,cotton
32.88,43.97,6.92,60.92,138.54,blackgram
31.32,118.02,6.21,51.76,126.16,mango
19.54,55.38,7.15,38.33,133.34,chickpea
20.61,106.76,5.62,58.57,118.58,cotton
20.16,58.58,7.19,40.36,23.32,chickpea
30.21,202.87,6.35,81.87,87.6,rice
21.95,107.93,5.99,36.51,136.89,cotton
16.73,63.26,6.98,33.12,125.87,chickpea
21.49,213.28,6.48,79.48,137.37,rice
23.22,25.87,6.05,47.09,84.95,lentil
27.56,86.64,6.93,71.58,9.98,maize
17.72,47.75,6.34,69.05,79.78,lentil
22.64,54.77,6.34,39.17,114.55,chickpea
19.72,51.28,7.88,33.43,33.31,chickpea
25.36,50.55,6.05,89.42,33.74,watermelon
29.51,65.05,6.63,68.03,61.43,blackgram
29.97,81.23,6.58,66.65,34.16,maize
23.23,112.56,5.65,67.87,123.74,kidneybeans
24.14,61.08,6.72,48.11,60.75,maize
24.97,44.89,6.55,63.31,58.89,maize
25.56,188.64,6.12,80.25,114.1,rice
30.44,34.85,6.88,93.2,37.31,muskmelon
13.26,20.66,6.25,52.67,75.87,lentil
29.7,86.98,6.02,65.29,40.97,mango
32.29,171.05,6.61,78.85,51.84,rice
24.41,55.51,7.24,74.69,124.74,maize
23.65,107.01,6.0,57.45,14.88,kidneybeans
26.96,27.14,6.71,90.23,120.91,muskmelon
16.66,90.56,6.61,57.79,85.82,maize
29.25,28.81,7.55,73.61,72.88,blackgram
36.02,50.41,6.33,85.25,12.42,watermelon
17.58,38.82,6.6,45.94,139.37,lentil
25.39,61.45,6.5,61.8,39.36,maize
24.84,218.34,6.77,77.42,29.95,rice
26.08,32.3,6.67,94.01,13.14,muskmelon
19.62,42.8,6.9,31.78,22.77,chickpea
25.85,222.0,6.38,86.16,21.59,rice
31.04,56.92,7.44,70.08,26.53,blackgram
32.45,102.51,6.67,58.76,39.98,mango
18.59,38.25,7.27,41.38,44.17,chickpea
24.73,58.71,6.87,66.17,41.15,maize
18.25,37.04,6.44,55.13,58.75,lentil
20.39,24.66,6.35,54.44,32.37,lentil
22.58,63.34,6.14,49.29,40.43,cotton
27.05,97.21,6.4,69.78,105.69,mango
31.46,56.93,6.49,87.69,78.57,watermelon
32.7,99.12,5.77,67.16,141.6,mango
22.93,62.62,6.37,61.62,32.9,maize
25.14,56.3,6.32,84.02,35.78,watermelon
32.18,108.66,6.0,73.78,141.09,mango
22.19,85.93,6.0,47.04,53.01,cotton
35.17,48.1,6.3,79.5,130.03,blackgram
18.82,28.8,6.54,53.88,140.58,lentil
33.72,61.96,6.85,65.67,25.46,blackgram
29.61,166.68,7.0,78.91,91.65,rice
20.48,38.76,6.34,56.62,5.55,lentil
26.21,226.66,6.25,81.97,73.14,rice
27.85,63.02,6.19,88.75,105.34,watermelon
26.38,93.5,7.61,76.28,3.25,maize
22.75,65.72,6.13,52.71,22.16,cotton
18.0,39.75,7.4,32.06,37.61,chickpea
27.81,35.99,6.3,63.76,136.09,cotton
34.61,241.84,6.21,79.02,107.61,rice
30.47,193.41,6.11,67.55,117.27,rice
19.16,57.92,6.02,69.32,64.27,maize
28.14,35.28,6.89,90.92,8.82,muskmelon
33.41,109.66,6.05,63.14,22.24,mango
29.05,30.95,6.73,90.95,149.83,muskmelon
21.4,94.27,6.03,59.05,109.28,kidneybeans
23.73,58.7,6.43,85.35,120.78,watermelon
28.13,60.83,6.17,83.05,44.93,watermelon
30.35,105.24,5.58,56.83,134.99,cotton
26.19,48.65,6.37,85.45,114.71,watermelon
30.64,61.31,6.77,86.73,23.89,watermelon
33.74,68.02,6.11,55.63,90.6,cotton
19.4,72.83,6.37,66.08,42.91,maize
10.46,28.88,6.29,61.11,39.62,lentil
28.07,44.97,6.49,73.2,54.69,maize
34.3,55.23,6.48,80.17,16.86,watermelon
28.07,251.66,6.18,66.62,15.98,rice
29.19,254.29,6.43,78.06,51.29,rice
27.16,224.62,6.89,75.42,59.84,rice
30.18,56.54,6.41,84.32,139.06,watermelon
25.49,14.09,6.04,48.8,132.31,lentil
27.24,230.25,6.43,87.51,24.21,rice
27.75,34.56,6.87,88.92,134.45,muskmelon
31.97,26.61,6.89,54.5,144.63,blackgram
16.89,34.5,6.33,72.36,43.06,lentil
21.94,64.06,5.83,51.53,132.08,kidneybeans
21.39,117.71,5.87,48.43,11.52,kidneybeans
28.23,203.33,6.67,77.14,131.36,rice
28.17,154.67,6.47,84.33,115.19,rice
31.31,58.46,6.36,93.45,127.44,watermelon
28.87,241.09,5.92,66.3,97.71,rice
28.03,33.76,6.78,85.11,124.7,muskmelon
20.1,74.77,6.87,65.99,95.52,maize
16.0,20.7,6.67,53.19,86.43,lentil
21.27,84.36,6.56,64.47,2.72,maize
29.54,53.16,6.18,86.11,119.1,watermelon
31.25,89.75,5.9,77.74,132.24,mango
34.74,112.24,6.59,73.99,17.09,cotton
31.44,49.38,6.45,90.7,92.43,watermelon
22.74,24.49,6.45,90.07,60.45,muskmelon
29.78,31.66,6.61,92.36,47.83,muskmelon
21.66,41.95,6.32,70.53,57.56,lentil
27.5,64.42,7.02,76.83,11.99,blackgram
22.25,31.34,6.28,44.9,85.05,lentil
27.51,91.79,6.81,61.88,95.91,maize
27.21,71.63,6.4,54.31,119.18,maize
24.75,89.62,6.63,67.15,37.6,maize
21.09,88.01,6.09,57.55,124.73,kidneybeans
18.18,67.72,6.88,61.93,28.35,maize
31.86,55.87,6.37,57.55,38.45,maize
31.84,57.2,6.52,80.87,70.94,mango
22.72,54.16,7.27,42.92,21.61,chickpea
19.72,49.19,7.1,42.9,32.66,chickpea
19.83,92.52,6.26,67.2,32.43,kidneybeans
20.7,90.58,7.36,74.38,57.81,maize
22.65,25.87,6.41,59.08,43.2,lentil
16.04,33.44,6.37,57.43,48.55,lentil
25.43,50.08,6.46,83.82,142.95,watermelon
20.74,120.6,5.63,65.33,33.13,kidneybeans
20.33,28.01,6.34,57.56,20.73,lentil
29.38,78.35,6.91,66.09,93.52,blackgram
30.07,52.32,6.79,68.47,20.14,blackgram
24.52,89.43,6.22,71.11,123.02,maize
31.13,89.51,6.57,64.18,31.97,mango
22.95,60.42,7.2,43.05,98.62,chickpea
22.96,39.16,6.7,41.92,54.83,chickpea
31.81,55.67,7.23,71.89,102.57,blackgram
26.88,31.81,6.85,89.84,34.06,muskmelon
30.29,33.52,7.06,85.94,51.68,muskmelon
24.29,128.88,6.0,47.89,35.6,mango
20.7,40.74,6.12,57.87,123.37,cotton
21.75,62.86,5.86,60.23,63.32,kidneybeans
27.11,53.56,6.44,89.79,107.82,watermelon
28.68,211.07,6.38,78.99,51.69,rice
23.8,61.18,6.79,61.84,26.66,maize
23.14,66.58,5.95,54.2,57.35,kidneybeans
30.87,120.74,6.26,74.16,101.91,mango
22.22,35.1,6.36,51.71,106.55,lentil
20.58,78.09,6.34,60.18,48.12,maize
32.58,70.89,7.2,62.05,59.63,blackgram
28.24,83.99,6.33,50.15,32.93,cotton
27.0,67.73,6.47,41.33,112.59,mango
17.72,47.75,6.34,69.05,79.78,lentil
38.34,68.32,7.36,70.86,50.83,blackgram
29.15,52.13,6.56,88.85,99.04,watermelon
21.66,92.96,5.67,58.77,47.55,kidneybeans
24.12,40.7,6.42,58.74,54.33,cotton
34.14,84.89,5.95,53.01,49.86,cotton
22.81,95.36,6.43,72.6,131.18,maize
27.68,209.38,6.17,82.79,118.17,rice
33.68,85.94,6.29,60.87,44.43,mango
34.33,89.21,5.93,48.34,90.17,mango
24.46,93.62,5.93,59.15,59.82,kidneybeans
28.58,75.11,7.0,74.31,75.06,blackgram
20.67,86.38,6.92,83.99,129.65,maize
16.29,30.99,6.36,48.65,69.36,lentil
23.9,66.09,5.91,54.44,48.09,cotton
22.56,53.81,6.92,39.5,138.36,chickpea
32.39,61.98,6.53,59.94,26.23,blackgram
20.6,94.61,6.16,61.41,77.48,kidneybeans
29.05,30.95,6.73,90.95,149.83,muskmelon
16.86,41.81,6.22,53.83,124.05,lentil
24.1,81.18,5.96,63.18,76.47,kidneybeans
24.62,58.62,6.48,89.3,113.03,watermelon
19.07,35.38,6.33,49.34,121.72,lentil
19.97,109.81,6.2,55.72,121.62,kidneybeans
27.73,58.39,6.37,87.15,71.28,watermelon
35.44,130.2,6.19,72.7,23.37,mango
23.89,44.64,6.83,33.37,110.85,chickpea
27.61,201.32,6.36,76.63,134.22,rice
31.61,53.93,6.52,84.76,90.26,watermelon
27.77,36.44,6.65,93.36,17.43,muskmelon
28.25,83.8,6.89,65.65,46.91,blackgram
17.63,108.35,6.22,56.64,125.77,kidneybeans
22.63,56.68,6.42,91.04,110.25,watermelon
19.93,36.91,6.02,57.19,16.42,lentil
20.59,89.41,6.26,32.65,68.18,cotton
28.42,219.08,6.64,80.84,85.63,rice
28.69,208.34,6.16,87.44,85.63,rice
21.86,85.73,5.93,57.09,15.05,kidneybeans
26.63,21.27,7.19,53.1,94.89,maize
28.72,33.29,6.43,94.22,80.27,muskmelon
31.37,102.74,6.94,68.37,46.47,blackgram
24.45,71.34,6.26,60.35,89.99,maize
37.18,75.62,6.15,49.0,67.01,mango
24.29,103.66,6.52,59.09,77.56,mango
30.63,59.78,6.32,85.62,101.1,watermelon
20.28,47.82,6.26,60.81,12.62,lentil
24.5,38.86,7.21,87.65,9.69,muskmelon
25.08,56.13,6.54,84.59,17.28,watermelon
37.18,87.76,6.25,53.85,125.43,mango
31.66,85.39,6.24,56.13,29.22,cotton
26.07,175.45,6.28,82.12,122.01,rice
15.35,55.32,7.05,30.69,89.93,chickpea
21.69,35.73,6.21,43.57,9.17,lentil
23.1,91.26,5.74,72.84,115.52,kidneybeans
32.63,27.03,7.06,86.09,19.24,muskmelon
30.55,71.89,7.08,64.75,22.28,blackgram
20.27,43.26,5.9,44.74,42.12,chickpea
33.33,52.79,6.5,87.46,71.24,watermelon
23.93,95.56,6.09,60.94,66.26,kidneybeans
19.3,49.03,7.09,39.38,104.55,chickpea
28.19,216.44,6.42,80.63,103.82,rice
19.49,39.48,6.65,38.68,123.53,chickpea
30.9,59.03,7.18,61.0,119.74,blackgram
25.28,73.11,6.87,70.29,112.47,maize
16.38,27.99,6.16,54.8,72.24,lentil
20.27,98.89,5.92,57.13,94.25,kidneybeans
25.89,104.64,6.15,67.04,98.4,cotton
30.07,17.69,6.56,90.92,33.65,muskmelon
27.59,78.28,7.18,69.39,34.51,maize
23.58,69.88,6.95,63.28,104.38,maize
29.49,74.22,6.4,43.56,133.14,mango
28.54,91.84,5.95,66.15,38.48,mango
28.71,78.39,6.64,66.83,79.66,blackgram
32.25,89.31,6.54,54.99,22.68,mango
24.98,36.19,7.11,88.45,137.39,muskmelon
22.42,74.18,6.46,59.49,17.5,cotton
26.56,202.6,6.64,80.35,21.4,rice
18.76,37.81,6.0,56.42,20.07,lentil
23.01,94.05,5.98,62.72,47.72,kidneybeans
27.84,186.91,6.83,79.57,73.7,rice
21.46,80.97,6.8,59.2,144.17,maize
21.4,76.7,6.51,63.49,30.4,maize
31.67,52.41,7.39,68.07,117.58,blackgram
24.33,83.6,6.38,70.17,149.5,maize
28.26,22.95,7.17,91.96,79.71,muskmelon
26.98,57.73,6.43,87.15,39.18,watermelon
11.0,40.79,7.52,45.0,36.01,chickpea
31.01,163.81,6.26,75.87,43.68,rice
28.36,89.65,6.95,61.31,126.99,maize
20.21,41.37,6.31,49.73,66.63,lentil
24.02,122.86,6.05,55.15,16.57,kidneybeans
26.84,43.92,6.48,90.03,48.37,watermelon
29.22,82.89,6.47,61.05,50.43,blackgram
24.33,72.0,6.6,48.9,105.9,kidneybeans
25.96,112.43,6.37,62.53,144.1,kidneybeans
28.69,49.04,6.37,90.39,101.93,watermelon
23.9,95.21,6.7,52.98,124.1,cotton
19.56,105.91,5.83,57.8,69.77,kidneybeans
22.3,79.44,6.33,57.33,78.97,maize
35.43,65.3,7.45,73.13,10.32,blackgram
21.79,206.91,6.64,85.39,140.08,rice
22.99,59.37,6.49,89.14,129.47,watermelon
31.84,211.28,6.21,81.29,37.04,rice
26.99,79.8,6.09,69.56,130.38,maize
25.87,30.25,6.38,90.64,98.34,muskmelon
17.98,34.51,6.15,57.33,59.82,lentil
26.6,55.32,6.44,84.57,54.18,watermelon
29.28,96.85,5.43,60.01,96.6,mango
38.01,108.44,6.85,56.32,58.33,mango
31.87,98.8,6.15,66.78,91.54,mango
29.84,93.56,6.41,59.49,38.03,mango
27.02,108.28,5.95,63.37,106.44,mango
27.44,36.11,6.63,91.55,138.59,muskmelon
21.08,34.32,5.74,52.2,116.82,lentil
26.28,251.21,6.41,80.31,20.07,rice
32.39,61.98,6.53,59.94,26.23,blackgram
32.41,58.72,5.84,44.04,90.59,mango
33.95,41.1,7.42,66.66,147.3,blackgram
23.7,56.79,6.97,46.24,39.37,chickpea
31.29,43.7,6.54,90.01,17.79,muskmelon
35.31,63.19,6.68,68.29,33.55,blackgram
28.56,49.95,6.53,80.36,148.69,watermelon
28.37,56.53,6.01,89.67,78.03,watermelon
26.14,51.1,6.42,92.58,77.73,watermelon
19.89,32.24,6.74,37.02,50.79,chickpea
30.46,66.59,7.22,67.38,86.1,maize
16.25,27.68,6.67,50.52,22.22,lentil
30.29,174.6,6.42,76.73,95.61,rice
26.46,29.77,6.19,58.92,73.34,lentil
18.82,113.01,6.0,66.28,113.0,kidneybeans
25.99,42.27,7.15,92.65,14.67,muskmelon
25.59,54.19,6.15,92.89,11.84,watermelon
25.04,79.94,6.06,69.16,4.57,mango
28.8,114.14,6.25,51.75,27.07,cotton
26.35,69.86,7.42,56.92,124.08,blackgram
25.98,68.35,6.27,92.26,61.63,watermelon
25.15,72.43,6.96,67.72,122.62,maize
33.27,32.73,6.66,90.27,50.72,muskmelon
30.42,202.35,6.47,78.49,110.34,rice
30.01,34.28,7.09,88.89,78.62,muskmelon
22.12,60.58,8.37,38.63,95.6,chickpea
28.0,56.03,6.59,89.37,80.53,watermelon
25.45,108.69,5.86,57.1,99.69,kidneybeans
24.27,85.31,5.83,65.3,54.28,kidneybeans
26.08,223.27,6.2,83.39,39.56,rice
31.02,51.29,6.55,86.08,116.27,watermelon
20.67,120.08,6.24,57.89,69.63,kidneybeans
33.06,107.32,6.25,43.57,3.83,cotton
22.94,111.1,5.92,54.43,65.26,kidneybeans
29.36,172.91,6.94,83.9,127.72,rice
22.66,128.09,5.91,57.53,58.3,kidneybeans
24.02,102.6,5.41,46.64,79.38,cotton
21.53,64.55,6.79,45.25,45.17,chickpea
25.65,93.25,6.83,61.99,26.62,maize
32.27,127.98,6.12,68.32,58.32,mango
25.85,51.38,6.21,83.89,59.44,watermelon
39.57,27.99,7.11,87.58,83.06,muskmelon
27.11,53.56,6.44,89.79,107.82,watermelon
23.43,17.41,6.32,53.7,37.25,lentil
26.98,59.85,6.43,72.31,109.07,blackgram
33.09,69.82,7.23,51.4,51.97,blackgram
34.57,67.86,6.02,67.61,128.61,mango
22.97,79.22,6.28,59.51,62.27,kidneybeans
27.22,71.74,5.85,60.65,135.12,kidneybeans
25.0,105.42,5.9,55.29,57.2,kidneybeans
26.84,99.47,6.66,58.53,20.22,cotton
18.15,41.71,6.44,59.95,127.78,lentil
28.34,206.39,6.92,80.75,36.34,rice
22.53,56.53,7.06,64.46,27.5,maize
28.24,35.6,6.85,90.87,121.59,muskmelon
28.8,58.82,6.87,70.59,12.09,blackgram
26.94,31.25,6.73,91.85,124.8,muskmelon
34.27,52.54,7.41,70.81,74.73,blackgram
33.37,31.72,7.1,88.39,119.83,muskmelon
33.85,127.16,6.54,80.98,132.04,rice
21.12,131.58,6.1,56.74,124.76,kidneybeans
35.09,40.79,6.82,70.6,126.45,cotton
29.08,59.74,7.01,69.17,9.25,blackgram
23.55,85.76,6.53,65.56,29.1,mango
17.65,32.66,6.22,55.31,61.63,lentil
28.37,74.64,6.77,62.23,43.98,blackgram
33.19,30.41,7.24,90.42,43.28,muskmelon
31.36,114.01,6.02,61.36,107.23,mango
24.56,87.71,5.93,60.89,58.29,kidneybeans
19.22,73.28,6.7,72.6,123.35,maize
20.78,81.06,6.8,54.33,122.64,maize
24.11,112.08,5.94,56.54,78.67,cotton
23.02,81.55,6.05,53.13,38.82,cotton
22.28,142.12,6.32,61.07,44.43,kidneybeans
34.95,99.86,6.4,65.07,40.56,mango
16.58,44.29,6.11,64.17,89.95,lentil
28.44,52.21,6.5,83.1,83.41,watermelon
21.64,88.61,6.16,55.3,118.61,kidneybeans
32.54,85.7,5.88,31.07,102.79,cotton
26.96,20.82,6.92,88.75,43.01,muskmelon
12.64,56.41,6.07,51.02,106.19,lentil
28.75,69.74,6.3,71.79,98.43,blackgram
30.81,99.92,6.33,51.4,116.49,cotton
30.68,100.47,5.78,59.87,55.91,cotton
24.45,71.34,6.26,60.35,89.99,maize
23.96,73.91,7.48,66.09,100.89,maize
27.07,25.8,6.94,90.84,97.27,muskmelon
33.55,91.17,6.38,58.65,91.86,mango
25.86,196.54,6.75,84.91,29.94,rice
19.49,39.48,6.65,38.68,123.53,chickpea
35.59,79.6,6.6,68.48,112.94,mango
29.05,32.78,6.61,88.3,49.87,muskmelon
26.6,58.38,7.0,67.28,7.77,maize
26.9,88.14,6.2,54.66,121.44,cotton
28.73,77.93,6.79,57.76,65.83,mango
38.03,83.05,6.64,58.7,20.21,mango
25.23,22.2,7.55,89.09,108.24,muskmelon
27.24,60.09,6.73,54.91,122.75,maize
27.27,53.22,6.35,87.2,37.34,watermelon
21.18,47.56,7.3,45.78,148.9,chickpea
22.62,35.18,6.39,63.06,103.3,lentil
29.01,103.75,6.03,42.95,30.61,mango
21.43,194.88,6.46,87.42,62.33,rice
23.47,103.0,6.63,60.7,90.01,kidneybeans
22.65,61.63,5.97,61.55,63.98,kidneybeans
31.24,64.62,7.32,77.03,135.54,blackgram
25.62,81.74,6.54,70.3,55.9,maize
34.08,57.22,7.65,63.63,147.4,blackgram
32.67,78.84,6.15,64.52,78.65,mango
27.25,57.83,6.7,89.54,84.23,watermelon
23.68,271.08,6.2,73.37,49.88,rice
26.97,90.55,5.96,54.53,3.18,kidneybeans
16.67,50.83,6.24,50.43,55.93,lentil
29.32,33.7,6.47,88.94,92.09,muskmelon
21.7,94.53,5.8,56.23,74.24,kidneybeans
18.12,49.26,6.89,40.11,44.32,chickpea
26.73,71.48,6.71,60.61,62.88,maize
23.43,17.41,6.32,53.7,37.25,lentil
29.86,63.73,7.07,68.94,42.86,blackgram
18.15,83.45,6.19,56.2,87.66,cotton
21.07,60.24,7.22,37.25,15.01,chickpea
29.54,23.69,6.47,90.59,142.11,muskmelon
28.44,73.27,6.91,68.99,124.24,blackgram
24.42,31.71,7.34,90.9,87.25,muskmelon
27.68,92.35,7.12,55.84,104.15,maize
30.74,64.44,6.04,65.56,92.53,cotton
33.26,38.46,6.54,89.72,128.52,muskmelon
23.04,34.58,7.13,87.05,41.43,muskmelon
26.96,30.01,7.55,67.95,80.89,blackgram
21.75,179.42,6.64,76.68,142.2,rice
33.27,76.79,5.97,63.58,46.16,mango
24.6,57.88,6.36,68.38,46.06,cotton
33.01,49.96,6.59,57.46,70.99,blackgram
25.9,56.26,6.44,85.35,46.79,watermelon
29.44,75.28,7.38,75.3,12.27,blackgram
36.99,83.12,6.3,65.41,75.5,mango
29.37,84.4,7.1,61.52,82.55,mango
19.34,48.35,6.99,43.75,41.63,chickpea
27.11,187.13,6.25,80.79,101.58,rice
28.47,200.75,6.56,82.61,144.33,rice
31.73,38.73,6.21,88.2,73.04,muskmelon
31.28,47.52,6.92,63.77,56.81,blackgram
23.78,30.56,6.25,54.61,20.62,cotton
21.53,116.21,6.2,55.0,60.4,kidneybeans
37.25,107.13,5.62,58.07,89.06,mango
26.47,155.06,6.39,76.59,6.99,rice
29.88,26.14,7.06,92.0,124.48,muskmelon
24.72,43.55,6.32,68.2,149.93,maize
31.77,58.67,6.83,66.76,37.6,blackgram
22.19,89.78,6.73,65.31,5.35,maize
32.81,75.91,7.09,70.17,33.89,blackgram
23.88,45.53,6.54,39.35,48.19,chickpea
26.73,180.64,6.71,73.38,39.24,rice
27.74,26.45,6.8,89.57,91.65,muskmelon
25.78,100.8,6.14,47.16,90.98,mango
25.93,70.79,6.38,58.61,108.59,cotton
20.75,90.45,6.62,62.08,110.94,maize
25.91,113.58,5.9,51.47,97.77,mango
27.75,34.56,6.87,88.92,134.45,muskmelon
31.93,35.74,6.79,91.76,55.83,muskmelon
36.02,83.34,6.88,59.68,78.49,blackgram
23.06,113.13,5.96,57.75,24.09,kidneybeans
32.48,47.74,5.92,90.03,54.01,watermelon
30.09,58.35,6.58,85.5,46.54,watermelon
26.56,83.24,5.79,59.68,123.49,kidneybeans
22.25,58.58,6.92,41.12,31.67,chickpea
26.5,53.83,6.58,85.58,128.45,watermelon
25.41,106.67,6.06,52.93,87.19,kidneybeans
27.96,43.07,7.38,39.73,2.04,chickpea
27.77,78.85,6.14,55.79,143.64,maize
24.74,224.98,6.35,86.53,107.74,rice
24.03,31.15,6.77,88.49,88.17,muskmelon
35.96,28.0,6.8,87.13,139.38,muskmelon
32.1,90.53,6.05,58.44,18.59,mango
29.55,58.59,6.3,88.27,35.21,watermelon
29.28,60.85,6.1,60.27,8.95,maize
30.44,34.85,6.88,93.2,37.31,muskmelon
19.76,45.79,6.32,49.22,104.43,lentil
26.83,31.91,6.41,92.81,58.42,muskmelon
29.75,130.38,5.83,61.32,50.8,kidneybeans
25.39,123.29,6.18,57.18,146.91,kidneybeans
27.68,209.38,6.17,82.79,118.17,rice
21.59,102.51,6.32,61.06,145.0,kidneybeans
23.25,123.19,5.64,59.93,19.14,kidneybeans
24.58,28.55,6.54,91.2,100.86,muskmelon
21.86,21.33,6.31,39.35,94.11,lentil
27.85,52.28,6.35,84.06,71.71,watermelon
25.84,81.05,5.58,58.38,124.35,maize
29.82,65.86,5.78,77.41,119.91,cotton
30.95,75.71,5.89,63.31,114.65,cotton
28.24,92.14,5.97,54.25,92.24,mango
32.14,80.89,6.89,67.44,69.28,blackgram
18.76,48.62,7.1,38.0,63.07,chickpea
29.54,53.16,6.18,86.11,119.1,watermelon
28.26,190.3,6.34,79.43,44.43,rice
28.18,55.23,6.22,90.21,18.92,watermelon
30.42,91.66,5.78,50.61,132.9,mango
14.66,36.93,6.19,55.04,1.42,lentil
21.61,79.07,6.11,45.23,147.88,mango
21.71,52.27,7.54,47.23,142.71,chickpea
27.78,107.63,6.01,52.13,145.62,mango
29.44,75.28,7.38,75.3,12.27,blackgram
20.55,55.22,6.84,46.0,33.9,chickpea
22.3,86.28,6.29,68.49,104.09,maize
24.63,25.51,5.97,49.15,53.63,lentil
33.91,112.73,6.16,75.5,34.65,mango
18.04,67.15,6.83,44.27,89.59,chickpea
22.3,80.7,6.22,45.29,111.37,cotton
30.15,72.11,7.0,61.98,72.43,blackgram
27.09,131.14,5.98,60.96,132.57,cotton
29.98,28.79,6.51,86.78,34.67,muskmelon
27.14,48.99,6.36,55.36,17.97,lentil
13.52,49.81,7.19,41.14,38.72,chickpea
21.78,25.78,7.52,36.39,128.54,chickpea
31.13,108.45,7.27,70.16,68.75,blackgram
31.42,60.13,6.0,59.91,100.2,cotton
34.14,84.89,5.95,53.01,49.86,cotton
26.58,77.2,6.51,68.69,135.18,maize
25.49,258.39,6.65,74.82,116.27,rice
32.04,49.6,6.41,85.99,82.95,watermelon
25.38,29.5,6.6,89.94,94.11,muskmelon
25.58,93.23,6.5,62.48,107.18,mango
37.71,67.36,7.25,66.19,30.53,blackgram
25.56,76.34,5.72,58.51,99.7,kidneybeans
24.21,100.78,6.11,54.13,42.1,kidneybeans
